id,code,name,reconcile,user_type_id:id,chart_template_id:id
co_puc_513550,513550,"Transporte,FletesyAcarreos",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513555,513555,Gas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513595,513595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514005,514005,Notariales,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514010,514010,RegistroMercantil,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514015,514015,TrámitesyLicencias,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514510,514510,ConstruccionesyEdificaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514515,514515,MaquinariayEquipo,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514520,514520,EquipodeOficina,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514525,514525,EquipodeComputaciónyComunicación,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_514540,514540,FlotayEquipodeTransporte,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_515005,515005,InstalacionesEléctricas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_515015,515015,ReparacionesLocativas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_515505,515505,AlojamientoyManutención,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_515515,515515,PasajesAéreos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_515520,515520,PasajesTerrestres,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_516005,516005,ConstruccionesyEdificaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_516010,516010,MaquinariayEquipo,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_516015,516015,EquipodeOficina,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_516020,516020,EquipodeComputaciónyComunicación,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_516035,516035,FlotayEquipodeTransporte,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_516515,516515,CargosDiferidos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_519510,519510,"Libros,Suscripciones,periódicosyrevistas",FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_519525,519525,ElementosdeAseoyCafetería,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_519530,519530,"Útiles,PapeleríayFotocopias",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_519545,519545,TaxisyBuses,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_519560,519560,CasinoyRestaurante,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_519565,519565,Parqueaderos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520503,520503,SalarioIntegral,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520506,520506,Sueldos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520515,520515,HorasExtrasyRecargos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520518,520518,Comisiones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520521,520521,Viáticos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520524,520524,Incapacidades,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520527,520527,AuxiliodeTransporte,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520530,520530,Cesantías,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520533,520533,InteresesSobreCesantías,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520536,520536,PrimadeServicios,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520539,520539,Vacaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520548,520548,Bonificaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520551,520551,DotaciónySuministroaTrabajadores,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520554,520554,Seguros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520560,520560,IndemnizacionesLaborales,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520563,520563,CapacitaciónalPersonal,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520568,520568,"AportesaAdministradorasdeRiesgosProfesionales,Arp",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520569,520569,"AportesaEntidadesPromotorasdeSalud,Eps",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520570,520570,AportesaFondosdePensionesy/oCesantías,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520572,520572,AportesCajasdeCompensaciónFamiliar,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520575,520575,AportesIcbf,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520578,520578,Sena,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520584,520584,GastosMédicosyDrogas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_520595,520595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_521035,521035,AsesoríaTécnica,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_521505,521505,IndustriayComercio,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_521515,521515,alaPropiedadRaíz,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_521540,521540,deVehículos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_521570,521570,IvaDescontable,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_521595,521595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_522010,522010,ConstruccionesyEdificaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_522015,522015,MaquinariayEquipo,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_522025,522025,EquipodeComputaciónyComunicación,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_522510,522510,AfiliacionesySostenimiento,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523505,523505,AseoyVigilancia,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523510,523510,Temporales,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523525,523525,AcueductoyAlcantarillado,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523530,523530,EnergíaEléctrica,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523535,523535,Teléfono,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523540,523540,"Correo,PortesyTelegramas",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523550,523550,"Transporte,FletesyAcarreos",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523555,523555,Gas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523560,523560,"Publicidad,PropagandayPromoción",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_523595,523595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524005,524005,Notariales,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524010,524010,RegistroMercantil,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524015,524015,TrámitesyLicencias,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524020,524020,Aduaneros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524510,524510,ConstruccionesyEdificaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524515,524515,MaquinariayEquipo,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524520,524520,EquipodeOficina,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524525,524525,EquipodeComputaciónyComunicación,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_524540,524540,FlotayEquipodeTransporte,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_525505,525505,AlojamientoyManutención,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_525515,525515,PasajesAéreos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_525520,525520,PasajesTerrestres,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529520,529520,GastosdeRepresentaciónyRelacionesPúblicas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529525,529525,ElementosdeAseoyCafetería,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529530,529530,"Útiles,PapeleríayFotocopias",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529535,529535,CombustiblesyLubricantes,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529540,529540,EnvasesyEmpaques,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529545,529545,TaxisyBuses,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529565,529565,Parqueaderos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529570,529570,IndemnizaciónPorDañosaTerceros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529910,529910,Deudores,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_529915,529915,Inventarios,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_530505,530505,GastosBancarios,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_530515,530515,Comisiones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_530520,530520,Intereses,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_530525,530525,DiferenciaenCambio,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_530535,530535,DescuentosComercialesCondicionados,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_530595,530595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_531515,531515,CostosyGastosdeEjerciciosAnteriores,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_531520,531520,ImpuestosAsumidos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_531595,531595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_539515,539515,Indemnizaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_539520,539520,"Multas,SancionesyLitigios",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_539535,539535,AmortizacióndeBienesEntregadosenComodato,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_539595,539595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_540505,540505,ImpuestodeRentayComplementarios,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_590505,590505,GananciasyPérdidas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_613595,613595,VentadeOtrosProductos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_614505,614505,ServiciodeTransportePorCarretera,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_614520,614520,ServiciodeTransportePorVíaAérea,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_615590,615590,MantenimientoyReparacióndeMaquinariayEquipo,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_811515,811515,enDepósito,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_831516,831516,ConstruccionesyEdificaciones,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_831520,831520,MaquinariayEquipo,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_831524,831524,EquipodeOficina,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_831528,831528,EquipodeComputaciónyComunicación,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_831562,831562,EnvasesyEmpaques,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_911515,911515,enDepósito,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_911520,911520,enConsignación,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_912005,912005,Laborales,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_912010,912010,Civiles,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_912015,912015,AdministrativosoArbitrales,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_912020,912020,Tributarios,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
co_puc_939595,939595,Diversas,FALSE,account.data_account_type_direct_costs,l10n_co_chart_template_generic
