id,code_prefix_start,code_prefix_end,name,chart_template_id/id
be_group_062,062,,"Débiteurspourmarchandisesvenduesàterme",l10n_be.l10nbe_chart_template
be_group_063,063,,"Marchandisesvenduesàterme-àlivrer",l10n_be.l10nbe_chart_template
be_group_064,064,,"Devisesachetéesàterme-àrecevoir",l10n_be.l10nbe_chart_template
be_group_065,065,,"Créancierspourdevisesachetéesàterme",l10n_be.l10nbe_chart_template
be_group_066,066,,"Débiteurspourdevisesvenduesàterme",l10n_be.l10nbe_chart_template
be_group_067,067,,"Devisesvenduesàterme-àlivrer",l10n_be.l10nbe_chart_template
be_group_07,07,,"Biensetvaleursdetiersdétenusparl'entreprise",l10n_be.l10nbe_chart_template
be_group_070,070,,"Droitsd'usageàlongterme",l10n_be.l10nbe_chart_template
be_group_071,071,,"Créanciersdeloyersetredevances",l10n_be.l10nbe_chart_template
be_group_072,072,,"Biensetvaleursdetiersreçusendépôt,enconsignationouàfaçon",l10n_be.l10nbe_chart_template
be_group_073,073,,"Commettantsetdéposantsdebiensetdevaleurs",l10n_be.l10nbe_chart_template
be_group_074,074,,"Biensetvaleursdétenuspourcompteouauxrisquesetprofitsdetiers",l10n_be.l10nbe_chart_template
be_group_075,075,,"Créanciersdebiensetvaleursdétenuspourcomptedetiersouàleursrisquesetprofits",l10n_be.l10nbe_chart_template
be_group_09,09,,"Droitsetengagementsdivers",l10n_be.l10nbe_chart_template
