id,code,name,note,user_type_id:id,reconcile,chart_template_id:id
account_template_207010200,2.07.01.02.00,(-)CapitalaIntegralizardeDomiciliadoseResidentesnoPaís,ContascorrespondentesaocapitalsocialsubscritodedomiciliadosnoPaísquenãotenhasidointegralizado.,account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207010300,2.07.01.03.00,CapitalSubscritodeDomiciliadoseResidentesnoExterior,Contascorrespondentesaocapitalsubscritodedomiciliadosnoexterior.,account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207010400,2.07.01.04.00,(-)CapitalaIntegralizardeDomiciliadoseResidentesnoExterior,Contascorrespondentesaocapitalsocialsubscritodedomiciliadosnoexteriorquenãotenhasidointegralizado.,account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207040100,2.07.04.01.00,ReservasdeCapital,"Contascorrespondentesàsreservasconstituídaspelacorreçãomonetáriadocapital,porincentivosfiscais,porágionaemissãodeações,poralienaçãodepartesbeneficiárias.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207040200,2.07.04.02.00,ReservasdeReavaliação,"Contascorrespondentesaossaldosdosreservasdereavaliaçãoaindanãorealizadas,decorrentesdereavaliaçãodeativosprópriosedeativosdecoligadasecontroladas,estesavaliadospelométododaequivalênciapatrimonial.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207040300,2.07.04.03.00,ReservasdeLucros,"Contascorrespondentesàsreservasconstituídaspeladestinaçãodelucrosdaempresa,taiscomo:reservalegal,reservasestatutárias,reservaparacontingências,reservadelucrosarealizar,reservadelucrosparaexpansão,reservaespecialparadividendoobrigatórionãodistribuídoereservadeexaustãoincentivadaderecursosminerais.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207040301,2.07.04.03.01,ReservasdeLucros-DoaçõeseSubvençõesparaInvestimentos,"Contasqueregistram,apartirde01.01.2008,asdoaçõesesubvençõesparainvestimento",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207040302,2.07.04.03.02,ReservasdeLucros-PrêmionaEmissãodeDebêntures,"Contasqueregistram,apartirde01.01.2008,osprêmiosnaemissãodedebêntures",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207040400,2.07.04.04.00,"ReservaparaAumentodeCapital(Leino9.249/1995,art.9o,§9o)","Contacorrespondenteàreservaconstituídaem1996comomontantedosjurossobreocapitalprópriodeduzidoscomodespesafinanceira,masmantidosnopatrimôniodaempresa,casoestatenhaoptadopelafaculdadeprevistano§9odoart.9odaLeino9.249,de1995.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207040500,2.07.04.05.00,OutrasReservas,"Contascorrespondentesàsdemaisreservasnãoconsignadasnositensanteriores,taiscomoosaldodevedoroucredordacontadecorreçãomonetáriacorrespondenteàdiferença,emrelaçãoaoanode1990,entreoIPCeoBTNFiscaleosaldodacorreçãoespecialdascontasdoativopermanenteefetuadacombasenosarts.33e44doDecretono332,de1991.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207050100,2.07.05.01.00,AjustesàsNormasInternacionaisdeContabilidade,"Contrapartidasdeaumentosoudiminuiçõesdevaloratribuídosaelementosdoativoedoaccount.data_account_type_current_liabilities,emdecorrênciadasuaavaliaçãoavalorjusto,noscasosprevistosnestaLeiou,emnormasexpedidaspelaComissãodeValoresMobiliários,combasenacompetênciaconferidapelo§3odoart.177daLei6.404/76(enquantonãocomputadasnoresultadodoexercícioemobediênciaaoregimedecompetência,)
",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207050101,2.07.05.01.01,(-)AjustesàsNormasInternacionaisdeContabilidade,"Contrapartidasdeaumentosoudiminuiçõesdevaloratribuídosaelementosdoativoedoaccount.data_account_type_current_liabilities,emdecorrênciadasuaavaliaçãoavalorjusto,noscasosprevistosnestaLeiou,emnormasexpedidaspelaComissãodeValoresMobiliários,combasenacompetênciaconferidapelo§3odoart.177daLei6.404/76(enquantonãocomputadasnoresultadodoexercícioemobediênciaaoregimedecompetência,)
",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207070100,2.07.07.01.00,LucrosAcumuladose/ouSaldoàDisposiçãodaAssembléia,Contascorrespondentesaoslucrosacumuladosoudosaldoàdisposiçãodaassembléia.,account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207070200,2.07.07.02.00,(-)PrejuízosAcumulados,Contascorrespondentesaosprejuízosacumulados.,account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207070300,2.07.07.03.00,(-)AçõesemTesouraria,Contasqueregistremasaquisiçõesdeaçõesdaprópriaempresa.,account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_207070400,2.07.07.04.00,Outras,"OutrascontasclassificáveisnopatrimôniolíquidoquenãotenhamcorrespondêncianascontasLucrosAcumuladose/ouSaldoàDisposiçãodaAssembléia,PrejuízosAcumulados,AçõesemTesouraria.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_208010100,2.08.01.01.00,FundoPatrimonial,"Contasqueregistrem,nasinstituiçõesimunesouisentas,oFundoPatrimonial.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_208040100,2.08.04.01.00,ReservasPatrimoniais,"Contascorrespondentes,nasinstituiçõesimunesouisentas,àsreservaspatrimoniais.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_208040200,2.08.04.02.00,ReservasEstatutárias,"Contascorrespondentes,nasinstituiçõesimunesouisentas,àsreservasestatutárias.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_208070100,2.08.07.01.00,SuperávitsAcumulados,"Contascorrespondentes,nasinstituiçõesimunesouisentas,aossuperávitsacumulados.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_208070200,2.08.07.02.00,DéficitsAcumulados,"Contascorrespondentes,nasinstituiçõesimunesouisentas,aosdéficitsacumulados.",account.data_account_type_current_liabilities,,l10n_br_account_chart_template
account_template_3010101010101,3.01.01.01.01.01.01,ReceitadeExportaçãoDiretadeMercadoriaseProdutos,Contasqueregistramovalordareceitaauferidaemdecorrênciadaexportaçãodiretademercadoriaseprodutos.,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101010102,3.01.01.01.01.01.02,ReceitadeVendasdeMercadoriaseProdutosaComercialExportadoracomFimEspecíficodeExportação,"Contasqueregistramovalordareceitaauferidaemdecorrênciadavendademercadoriaseprodutosaempresacomercialexportadora,comfimespecíficodeexportação.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101010103,3.01.01.01.01.01.03,ReceitadeExportaçãodeServiços,Contasqueregistramovalordareceitaauferidaemdecorrênciadaexportaçãodiretadeserviços,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101010200,3.01.01.01.01.02.00,ReceitadaVendanoMercadoInternodeProdutosdeFabricaçãoPrópria,"Contasqueregistramareceitaauferidanomercadointernocorrespondenteàvendadeprodutosdefabricaçãoprópriaeasreceitasauferidasnaindustrializaçãoporencomendaouporcontaeordemdeterceiros.(NãoseincluemovalorcorrespondenteaoImpostosobreProdutosIndustrializados(IPI)cobradodestacadamentedocompradoroucontratante,umavezqueovendedorémerodepositárioeesteimpostonãointegraopreçodevendadamercadoria,e,também,ovalorcorrespondenteaoICMScobradonacondiçãodesubstituto.)",account.data_account_type_revenue,,l10n_br_account_chart_template
account_template_3010101010300,3.01.01.01.01.03.00,ReceitadaRevendadeMercadoriasnoMercadoInterno,"Contasqueregistramreceitaauferidanomercadointerno,correspondenteàrevendademercadoriaseoresultadoauferidonasoperaçõesdecontaalheia.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101010400,3.01.01.01.01.04.00,ReceitadaPrestaçãodeServiços–MercadoInterno,Contasqueregistramareceitadecorrentedosserviçosprestados.,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101010500,3.01.01.01.01.05.00,ReceitadasUnidadesImobiliáriasVendidas,"Aspessoasjurídicasqueexploramatividadesimobiliáriasdevemindicar,nestascontas,omontantedasreceitasdasunidadesimobiliáriasvendidas,apropriadasaoresultado,inclusiveasreceitastransferidasdeResultadosdeExercíciosFuturoseoscustosrecuperadosdeperíodosdeapuraçãoanteriores.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101010600,3.01.01.01.01.06.00,ReceitadeLocaçãodeBensMóveiseImóveis,Contasqueregistramareceitadecorrentedalocaçãodebensmóveiseimóveis,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101010700,3.01.01.01.01.07.00,Outras,Outrascontasqueregistremvalorescomponentesdareceitabrutanãoespecificadasnositensanteriores.,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101030100,3.01.01.01.03.01.00,"(-)VendasCanceladas,DevoluçõeseDescontosIncondicionais","Contasrepresentativasdasvendascanceladas,adevoluçõesdevendaseadescontosincondicionaisconcedidossobre receitasconstantesdascontasintegrantesdogrupoRECEITABRUTA",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101030200,3.01.01.01.03.02.00,(-)ICMS,"ContasqueregistramototaldoImpostoSobreOperaçõesRelativasàCirculaçãodeMercadoriaseSobrePrestaçãodeServiçosdeTransporteInterestadualeIntermunicipaledeComunicação(ICMS)calculadosobreasreceitasdasvendasedeserviçosconstantesdascontasintegrantesdogrupoRECEITABRUTA.Informaroresultadodaaplicaçãodasalíquotassobreasrespectivasreceitas,enãoomontanterecolhido,duranteoperíododeapuração,pelapessoajurídica.OvalorreferenteaoICMSpagocomosubstitutonãodeveserincluídonestaconta.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101030300,3.01.01.01.03.03.00,(-)Cofins,"vigenteàépocadaocorrênciadosfatosgeradores,incidentesobreasreceitasdascontasintegrantesdogrupoRECEITABRUTA.Ovalorinformadodeveserapuradodeformacentralizadapeloestabelecimentomatriz,quandoapessoajurídicapossuirmaisdeumestabelecimento(Leino9.779,de1999,art.15,III).NãoincluiraCofinsincidentesobreasdemaisreceitasoperacionais,quedeveráserinformadaemcontadistinta.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101030400,3.01.01.01.03.04.00,(-)PIS/Pasep,"ContasqueregistramascontribuiçõesparaoPIS/Pasepapuradosobreareceitadevendasemconsonânciacomalegislaçãovigenteàépocadaocorrênciadosfatosgeradores,incidentesobreasreceitasdascontasintegrantesdogrupoRECEITABRUTA.Ovalorinformadodeveserapuradodeformacentralizadapeloestabelecimentomatriz,quandoapessoajurídicapossuirmaisdeumestabelecimento(Leino9.779,de1999,art.15,III).NãoincluiroPIS/Pasepincidentesobreasdemaisreceitasoperacionais,quedeveráserinformadaemcontadistinta.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101030500,3.01.01.01.03.05.00,(-)ISS,"ContasqueregistramoImpostosobreServiçodequalquerNatureza(ISS)relativoàsreceitasdeserviços,conformelegislaçãoespecífica.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010101030600,3.01.01.01.03.06.00,(-)DemaisImpostoseContribuiçõesIncidentessobreVendaseServiços,"ContasqueregistremosdemaisimpostosecontribuiçõesincidentessobreasreceitasdasvendasdequetratamascontasintegrantesdogrupoRECEITABRUTA,queguardemproporcionalidadecomopreçoesejamconsideradosredutoresdasreceitasdevendas.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010103010000,3.01.01.03.01.00.00,CustodosProdutosdeFabricaçãoPrópriaVendidos, ,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010103030000,3.01.01.03.03.00.00,CustodasMercadoriasRevendidas, ,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010103050000,3.01.01.03.05.00.00,CustodosServiçosVendidos, ,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010103070100,3.01.01.03.07.01.00,CustodasUnidadesImobiliáriasVendidas,"Contasqueregistram,naempresaquetiverporobjetoacompradeimóveisparavendaouquepromoverempreendimentodedesmembramentoouloteamentodeterrenos,incorporaçãoimobiliáriaouconstruçãodeprédiodestinadoàvenda,osvaloresdoscustoscorrespondentesàsunidadesimobiliáriasvendidasapropriadosaoresultadodoperíododeapuração.Arecuperaçãodecustosdopróprioperíodoécomputadanomontanteaserindicadonestaconta.OscustosrecuperadoscorrespondentesaperíodosdeapuraçãoanterioresdevemserindicadosnacontaReceitadasUnidadesImobiliáriasVendidas.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010100,3.01.01.05.01.01.00,VariaçõesCambiaisAtivas,"ContasqueregistramosganhosapuradosemrazãodevariaçõesativasDecorrentesdaatualizaçãodosdireitosdecréditoeobrigações,calculadoscombasenasvariaçõesnastaxasdecâmbio.
Atenção:
1)Asvariaçõescambiaisativasdecorrentesdosdireitosdecréditoedeobrigações,emfunçãodataxadecâmbio,sãoconsideradascomoreceitafinanceira,inclusiveparafinsdecálculodolucrodaexploração(Leinº9.718,art.9ºc/cart.17);
2)Nasatividadesdecompraevenda,loteamento,incorporaçãoeconstruçãodeimóveis,asvariaçõescambiaisativassãoreconhecidascomoreceitasegundoasnormasconstantesdaINSRFnº84/79,de20dedezembrode1979,daINSRFnº23/83,de25demarçode1983,edaINSRFnº67/88,de21deabrilde1988(INSRFnº25/99,de25defevereirode1999).",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010200,3.01.01.05.01.02.00,"GanhosAuferidosnoMercadodeRendaVariável,excetoDay-Trade","Contasqueregistram:
a)osomatóriodosganhosauferidos,emcadamêsdoperíododeapuração,emoperaçõesrealizadasnasbolsasdevalores,demercadorias,defuturoseassemelhadas,existentesnoPaís;
b)osganhosauferidosnasalienações,foradebolsa,deouro,ativofinanceiro,edeparticipaçõessocietárias,excetoasalienaçõesdeparticipaçõessocietáriaspermanentesemsociedadescoligadasecontroladasedeparticipaçõessocietáriasquepermaneceremnoativodapessoajurídicaatéotérminodoano-calendárioseguinteaodesuasaquisições;e
c)osrendimentosauferidosemoperaçõesdeswapenoresgatedequotadefundodeinvestimentocujascarteirassejamconstituídas,nomínimo,por67%(sessentaeseteporcento)deaçõesnomercadoàvistadebolsadevaloresouentidadeassemelhada(Leinº9.532,de1997,art.28,alteradopelaMPnº1.636,de1998,art.2º,ereedições).Considera-seganhooresultadopositivoauferidonasoperaçõescitadasacima,realizadasemcadamês,admitidaadeduçãodoscustosedespesasincorridos,necessáriosàrealizaçãodasoperações.
Atenção:
1)Osganhosauferidosemoperaçõesday-tradedevemserinformadosemcontaespecífica.
2)Ovalorcorrespondenteàsperdasincorridasnomercadoderendavariável,excetoday-trade,deveserinformadoemcontaespecífica.
3)Sãoconsideradasassemelhadasàsbolsasdevalores,demercadoriasedefuturosasentidadescujoobjetosocialseja análogoaodasreferidasbolsasequefuncionemsobasupervisãoefiscalizaçãodaComissãodeValoresMobiliários(CVM).",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010300,3.01.01.05.01.03.00,GanhosemOperaçõesDay-Trade,"Contasqueregistramosganhosdiáriosauferidos,emcadamêsdoperíododeapuração,emoperaçõesday-trade.Considera-seganhooresultadopositivoauferidonasoperaçõescitadasacima,realizadasemcadamês,admitidaadeduçãodoscustosedespesasincorridos,necessáriosàrealizaçãodasoperações.Nãosecaracterizacomoday-tradeoexercíciodaopçãoeavendaoucompradoativonomercadoàvista,nomesmodia.Tambémnãosecaracterizamcomoday-tradeasoperaçõesiniciadasporintermédiodeumainstituiçãoeencerradasemoutra,quandohouveraliquidaçãofísicamediantemovimentaçãodetítulosouvaloresmobiliáriosemcustódia.Atenção:ovalorcorrespondenteàsperdasincorridasnasoperaçõesday-tradedeveserinformadoemcontaespecífica.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010400,3.01.01.05.01.04.00,ReceitasdeJurossobreoCapitalPróprio,"Contasqueregistramosjurosrecebidos,atítuloderemuneraçãodocapitalpróprio,emconformidadecomoart.9odaLeino9.249,de1995.Ovalorinformadodevecorresponderaototaldosjurosrecebidosantesdodescontodoimpostoderendanafonte.Ovalordoimpostoderendaretidonafonte,paraaspessoasjurídicastributadaspelolucroreal,éconsideradoantecipaçãodoimpostodevidonoencerramentodoperíododeapuraçãoou,ainda,podesercompensadocomaquelequeforretido,pelabeneficiária,porocasiãodopagamentooucréditodejurosatítuloderemuneraçãodocapitalpróprio,aoseutitularouaosseussócios.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010500,3.01.01.05.01.05.00,OutrasReceitasFinanceiras,"Contasqueregistramreceitasauferidasnoperíododeapuraçãorelativasajuros,descontos,lucronaoperaçãodereporte,prêmioderesgatedetítulosoudebêntureserendimentonominalauferidoemaplicaçõesfinanceirasderendafixa,nãoincluídasnascontasprecedentesdeste grupo.Asreceitasdessanatureza,derivadasdeoperaçõescomtítulosvencíveisapósoencerramentodoperíododeapuração,serãorateadassegundooregimedecompetência.Atenção: 1)Asvariaçõesmonetáriasativasdecorrentesdaatualizaçãodosdireitosdecréditoedasobrigações,emfunçãodeíndicesoucoeficientesaplicáveispordisposiçãolegaloucontratual,devemserinformadascomoreceitafinanceira; 2)AsvariaçõescambiaisativasdevemserinformadasnacontaVariaçõesCambiaisAtivas.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010600,3.01.01.05.01.06.00,GanhosnaAlienaçãodeParticipaçõesNãoIntegrantesdoAtivoPermanente,"Contasqueregistramosganhosauferidosnaalienaçãodeações,títulosouquotasdecapitalnãointegrantesdoativopermanente,desdequenãoincluídosnacontaGanhosAuferidosnoMercadodeRendaVariável,excetoDay-Trade.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010700,3.01.01.05.01.07.00,ResultadosPositivosemParticipaçõesSocietárias,"Contasqueregistram:
a)oslucrosedividendosderivadosdeinvestimentosavaliadospelocustodeaquisição;
b)osganhosporajustesnovalordeinvestimentosrelevantesavaliadospelométododaequivalênciapatrimonial,decorrentesdelucrosapuradosnascontroladasecoligadas.Atenção:considera-secontroladaafilial,aagência,asucursal,adependênciaouoescritórioderepresentaçãonoexterior,semprequeosrespectivosativoseaccount.data_account_type_current_liabilitiessnãoestejamincluídosnacontabilidadedainvestidora,porforçadenormatizaçãoespecífica.

c)asbonificaçõesrecebidas.Atenção:1)asbonificaçõesrecebidas,decorrentesdaincorporaçãodelucrosoureservasnãotributadosnaformadoart.35daLeinº7.713,de1988,ouapuradosnosanos-calendáriode1994ou1995,sãoconsideradasacustozero,nãoafetandoovalordoinvestimentonemoresultadodoperíododeapuração(art.3ºdaLeinº8.849,de1994,eart.3ºdaLeinº9.064,de1995).2)ocasodeinvestimentoavaliadopelocustodeaquisição,asbonificaçõesrecebidas,decorrentesdaincorporaçãodelucrosoureservastributadosnaformadoart.35daLeinº7.713,de1988,edelucrosoureservasapuradosnoano-calendáriode1993ouapartirdoano-calendáriode1996,sãoregistradastomando-secomocustoovalordaparceladoslucrosoureservascapitalizados.
d)oslucrosedividendosdeparticipaçõessocietáriasavaliadaspelocustodeaquisição;Atenção:oslucrosoudividendosrecebidosemdecorrênciadeparticipaçõessocietáriasavaliadaspelocustodeaquisiçãoadquiridasaté6(seis)mesesantesdadatadorecebimentodevemserregistradoscomodiminuiçãodovalordocusto,nãosendoincluídosnestaconta.
e)osresultadospositivosdecorrentesdeparticipaçõessocietáriasnoexterioravaliadaspelopatrimôniolíquido,osdividendosdeparticipaçõesavaliadaspelocustodeaquisiçãoeosresultadosdeequivalênciapatrimonialrelativosafiliais,sucursaisouagênciasdapessoajurídicalocalizadasnoexterior,emdecorrênciadeoperaçõesrealizadasnaquelasfiliais,sucursaisouagências.Oslucrosauferidosnoexteriorserãoadicionadosaolucrolíquido,paraefeitodedeterminaçãodolucroreal,noperíododeapuraçãocorrespondenteaobalançolevantadoem31dedezembrodoano-calendárioemquetiveremsidodisponibilizados,observando-seodispostonosarts.394e395doDecretonº3.000,de1999,enoart.74daMedidaProvisórianº2.158-35,de24deagostode2001.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010710,3.01.01.05.01.07.10,AmortizaçãodeDeságionasAquisiçõesdeInvestimentosAvaliadospeloPatrimônioLíquido,"Contasqueregistramasamortizaçõesdedeságiosnasaquisiçõesdeinvestimentosavaliadospelopatrimôniolíquido.OvaloramortizadoqueforexcluídodolucrolíquidoparadeterminaçãodolucrorealdevesercontroladonaParteBdoLivrodeApuraçãodoLucroRealatéaalienaçãooubaixadaparticipaçãosocietária,quando,então,deveseradicionadoaolucrolíquidoparadeterminaçãodolucrorealnoperíododeapuraçãoemqueforcomputadooganhoouperdadecapitalhavido.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010800,3.01.01.05.01.08.00,ResultadosPositivosemSCP,"Contautilizadapelaspessoasjurídicasqueforemsóciasostensivasdesociedadesemcontadeparticipação,paraoregistro:
a)delucrosderivadosdeparticipaçãoemSCP,avaliadaspelocustodeaquisição;
b)dosganhosporajustesnovalordeparticipaçãoemSCP,avaliadaspelométododaequivalênciapatrimonial.
Atenção:oslucrosrecebidosdeinvestimentoemSCP,avaliadopelocustodeaquisição,ouacontrapartidadoajustedoinvestimentoaovalordopatrimôniolíquidodaSCP,nocasodeinvestimentoavaliadoporessemétodo,podemserexcluídosnadeterminaçãodolucrorealdossócios,pessoasjurídicas,dasreferidassociedades(Decretonº3.000,de1999,art.149).",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105010900,3.01.01.05.01.09.00,RendimentoseGanhosdeCapitalAuferidosnoExterior,"ContasqueregistramosrendimentoseganhosdecapitalauferidosnoexteriordiretamentepelapessoajurídicadomiciliadanoBrasil,pelosseusvaloresantesdedescontadootributopagonopaísdeorigem.Essesvalorespodem,nocasodeapuraçãotrimestraldoimposto,serexcluídosnaapuraçãodolucrorealdo1oao3otrimestres,devendoseradicionadosaolucrolíquidonaapuraçãodolucrorealreferenteao4ºtrimestre.Atenção:OsganhosdecapitalreferentesaalienaçõesdebensedireitosdoativopermanentesituadosnoexteriordevemserinformadosnacontaOutrasReceitasNãoOperacionais..",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105011000,3.01.01.05.01.10.00,ReversãodosSaldosdasProvisõesOperacionais,"Contasqueregistramareversãodesaldosnãoutilizadosdasprovisõesconstituídasnobalançodoperíododeapuraçãoimediatamenteanteriorparafinsdeapuraçãodolucroreal(Leino9.430,de1996,art.14).",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105011010,3.01.01.05.01.10.10,PrêmiosRecebidosnaEmissãodeDebêntures,"Contasqueregistram,apartirde01.01.2008,osprêmiosrecebidosnaemissãodedebêntures.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105011020,3.01.01.05.01.10.20,DoaçõeseSubvençõesparaInvestimentos,"Contasqueregistram,apartirde01.01.2008,asdoaçõesesubvençõesparainvestimento.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105011030,3.01.01.05.01.10.30,ContrapartidadosAjustesaoValorPresente,"Contrapartidadoajusteaovalorpresentedoselementosdoativoedoaccount.data_account_type_current_liabilities(art.183,incisoVIII,eart.184,incisoIIIdaLei6.404/76)",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105011040,3.01.01.05.01.10.40,ContrapartidadeoutrosAjustesàsNormasInternacionaisdeContabilidade,ContrapartidadeoutrosajustesdecorrentesdaadequaçãoàsNormasInternacionaisdeContabilidade,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010105011100,3.01.01.05.01.11.00,OutrasReceitasOperacionais,"Contasqueregistramtodasasdemaisreceitasque,pordefiniçãolegal,sejamconsideradasoperacionais,taiscomo:
a)aluguéisdebensporempresaquenãotenhaporobjetoalocaçãodemóveiseimóveis;
b)recuperaçõesdedespesasoperacionaisdeperíodosdeapuraçãoanteriores,taiscomo:prêmiosdeseguros,importânciaslevantadasdascontasvinculadasdoFGTS,ressarcimentodedesfalques,roubosefurtos,etc.Asrecuperaçõesdecustosedespesasnodecursodopróprioperíododeapuraçãodevemsercreditadasdiretamenteàscontasderesultadoemqueforamdebitadas;
c)oscréditospresumidosdoIPIpararessarcimentodovalordaContribuiçãoaoPIS/PasepeCofins;
d)multasouvantagensatítulodeindenizaçãoemvirtudederescisãocontratual(Leinº9.430,de1996,art.70,§3º,II);
e)ocréditopresumidodacontribuiçãoparaoPIS/PasepedaCofinsconcedidonaformadoart.3ºdaLeinº10.147,de2000.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010107010100,3.01.01.07.01.01.00,RemuneraçãoaDirigenteseaConselhodeAdministração,"Contasqueregistramadespesaincorridarelativaàremuneraçãomensalefixaatribuídaaotitulardefirmaindividual,aossócios,diretoreseadministradoresdesociedades,ouaosrepresentanteslegaisdesociedadesestrangeiras,asdespesasincorridascomossaláriosindiretosconcedidospelaempresaa
administradores,diretores,gerenteseseusassessores(PNCositnº11,de1992),eovalorreferenteàsremuneraçõesatribuídasaosmembrosdoconselhofiscal/administração/consultivo.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010107010201,3.01.01.07.01.02.01,"Ordenados,SaláriosGratificaçõeseOutrasRemuneraçõesaEmpregados","Contasqueregistramasdespesascomordenados,salários,gratificaçõeseoutrasdespesascomempregados,taiscomo:comissões,moradia,segurodevidaeoutrasdecaráterremuneratório.
Atenção:
1)Asdespesascorrespondentesasalários,ordenados,gratificaçõeseoutrasremuneraçõesreferentesàáreadesaúde,taiscomoassistênciamédica,odontológicaefarmacêutica,devemserindicadasnacontaespecífica.
2)Nãodeveserinformadonestacontaovalorreferenteàsparticipaçõesdosempregadosnolucrodapessoajurídica.EssevalordeveserinformadonacontaParticipaçõesdeEmpregados.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010107010203,3.01.01.07.01.02.03,PlanosdePoupançaeInvestimentosdeEmpregados,ContasqueregistramovalortotaldosgastosefetuadoscomPlanosdePoupançaeInvestimentos(PAIT).,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010107010205,3.01.01.07.01.02.05,FundodeAposentadoriaProgramadaIndividualdeEmpregados,ContasqueregistramovalortotaldosgastosefetuadoscomFundosdeAposentadoriaProgramadaIndividual(FAPI).,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010107010207,3.01.01.07.01.02.07,PlanodePrevidênciaPrivadadeEmpregados,ContasqueregistramovalortotaldosgastosefetuadoscomPlanosdePrevidênciaPrivada.,account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010107010209,3.01.01.07.01.02.09,OutrosGastoscomPessoal,"Contasqueregistramosgastoscomempregadosnãoenquadradosnascontasprecedentes
Atenção:
1)Asdespesascorrespondentesasalários,ordenados,gratificaçõeseoutrasremuneraçõesreferentesàáreadesaúde,taiscomoassistênciamédica,odontológicaefarmacêutica,devemserindicadasnaconta AssistênciaMédica,OdontológicaeFarmacêuticaaEmpregados;
2)nãodeveserinformadonestacontaovalorreferenteàsparticipaçõesdosempregadosnolucrodapessoajurídica.EssevalordeveserinformadonacontaParticipaçõesdeEmpregados.",account.data_account_type_expenses,,l10n_br_account_chart_template
account_template_3010107010300,3.01.01.07.01.03.00,PrestaçãodeServiçosporPessoaFísicasemVínculoEmpregatício,"Contasqueregistram,salvosehouvercontamaisespecífica,asdespesascorrespondentesaosserviçosprestadosporpessoafísicaquenãotenhavínculoempregatíciocomapessoajurídica,taiscomo:comissões,corretagens,gratificações,honorários,direitosautoraiseoutrasremunerações,inclusiveasrelativasaempreitadasdeobrasexclusivamentedetrabalhoeasdecorrentesdefretesecarretosemgeral.",account.data_account_type_expenses,,l10n_br_account_chart_template
