"id","code","name","user_type_id/id","chart_template_id/id","reconcile","tag_ids/id"
"account_7250","7250","Varastovuokrat","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_premises_costs"
"account_7270","7270","Autotalli-jaautopaikkavuokrat","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_premises_costs"
"account_7500","7500","Ajoneuvokulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_vehicle_expenses"
"account_7520","7520","Ajoneuvovuokrat","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_vehicle_expenses"
"account_7640","7640","Atk-laiteja-ohjelmakulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_it_expenses"
"account_7650","7650","Atk-laitejaohjelm.vuokrat","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_it_expenses"
"account_7710","7710","Kone-jakalustokulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_in_machinery_and_equipment_expenses"
"account_7720","7720","Kone-jakalustovuokrat","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_in_machinery_and_equipment_expenses"
"account_7800","7800","Matkakulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_travelling"
"account_7950","7950","Edustuskulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_representation"
"account_8000","8000","Myyntikulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_selling_expenses"
"account_8050","8050","Markkinointikulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_marketing_expenses"
"account_8300","8300","Tutkimus-jakehityskulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_research_and_development"
"account_8370","8370","Ostetuthallintopalvelut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_administrative_services"
"account_8450","8450","Muuthallintokulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8451","8451","Puhelin-jatietoliikennekulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_it_expenses"
"account_8452","8452","Vakuutuksetjavahingonkorvaukset","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8453","8453","Toimisto-jahallintokulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8455","8455","Muuthallintokulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8700","8700","Muutliikekulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8730","8730","Myynninluottotappiot","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8790","8790","Fuusiotappio","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8800","8800","Vähennyskelvottomatliikekulut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8850","8850","Käyttöomaisuudenluovutustappiot","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8890","8890","Täsmäytyserot","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8990","8990","Osuusosakkuusyritystentuloksesta","account.data_account_type_expenses","l10n_fi.fi_chart_template","False",
"account_9000","9000","Tuototosuuksistasamankonserninyrityksissä","account.data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_from_shares_in_group"
"account_9030","9030","Osuusosakkuusyritystenvoitosta(tappiosta)","account.data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_from_associated_company"
"account_9040","9040","Tuototosuuksistaomistusyhteysyrityksissä","account.data_account_type_other_income","l10n_fi.fi_chart_template","False",
"account_9070","9070","Tuototosuuksistamuissaomistusyhteysyrityksissä","account.data_account_type_other_income","l10n_fi.fi_chart_template","False",
"account_9080","9080","Sijoitustuototpysyvienvastaaviensijoituksista,konserni","account.data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_investment_income_other_current_assets_group"
"account_9090","9090","Sijoitustuototpysyvienvastaaviensijoituksista,muut","account.data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_investment_income_from_fixed_assets"
"account_9150","9150","Muutkorko-jarahoitustuotot,konserni","account.data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_interest_and_financial_income_from_group"
"account_9160","9160","Muutkorko-jarahoitustuotot,muut","account.data_account_type_other_income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_interest_and_financial_income"
"account_9300","9300","Arvonalentumisetpysyvienvastaaviensijoituksista","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_losses_on_investments_in_fixed_assets"
"account_9370","9370","Arvonalentumisetvaihtuvienvastaavienrahoitusarvopapereista","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_losses_financial_assets_current_assets"
"account_9420","9420","Korkokulutjamuutrahoituskulut,konserni","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_financial_expenses_group"
"account_9440","9440","Korkokulutjamuutrahoituskulut,muut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_financial_expenses"
"account_9800","9800","Poistoeronlisäys(-)taivähennys(+)","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_depreciation_difference"
"account_9840","9840","Verotusperusteistenvaraustenlisäys(-)taivähennys(+)","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_provisions"
"account_9850","9850","Konserniavustukset,saadut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_group_contribution"
"account_9860","9860","Konserniavustukset,maksetut","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_group_contribution"
"account_9900","9900","Tilikaudenjaaikaisempientilikausienverot","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9970","9970","Laskennallisetverot","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9980","9980","Muutvälittömätverot","account.data_account_type_expenses","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9990","9990","Vähemmistöosuudet","account.data_account_type_expenses","l10n_fi.fi_chart_template","False",
