"id","code","name","user_type_id/id","chart_template_id/id","reconcile"
"a7410","7410","Pensionsförsäkringspremier","account.data_account_type_expenses","l10nse_chart_template","False"
"a7490","7490","Övrigapensionskostnader","account.data_account_type_expenses","l10nse_chart_template","False"
"a7511","7511","Arbetsgivaravgiftförlönerochersättningar","account.data_account_type_expenses","l10nse_chart_template","False"
"a7512","7512","Arbetsgivaravgifterförförmånsvärden","account.data_account_type_expenses","l10nse_chart_template","False"
"a7519","7519","Arbetsgivaravgifterförsemester-ochlöneskulder","account.data_account_type_expenses","l10nse_chart_template","False"
"a7520","7520","Avgifter16,36%","account.data_account_type_expenses","l10nse_chart_template","False"
"a7530","7530","SärskildLöneskatt","account.data_account_type_expenses","l10nse_chart_template","False"
"a7550","7550","Avkastningsskattpåpensionsmedel","account.data_account_type_expenses","l10nse_chart_template","False"
"a7570","7570","Premierförarbetsmarknadsförsäkringar","account.data_account_type_expenses","l10nse_chart_template","False"
"a7580","7580","Gruppförsäkringspremier","account.data_account_type_expenses","l10nse_chart_template","False"
"a7590","7590","Övrigasocialaochandraavgifterenligtlagochavtal","account.data_account_type_expenses","l10nse_chart_template","False"
"a7600","7600","Övrigapersonalkostnader(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a7610","7610","Utbildning","account.data_account_type_expenses","l10nse_chart_template","False"
"a7621","7621","Sjuk-ochhälsovård,avdragsgill","account.data_account_type_expenses","l10nse_chart_template","False"
"a7622","7622","Sjuk-ochhälsovård,ejavdragsgill","account.data_account_type_expenses","l10nse_chart_template","False"
"a7631","7631","Personalrepresentation,avdragsgill","account.data_account_type_expenses","l10nse_chart_template","False"
"a7632","7632","Personalrepresentation,ejavdragsgill","account.data_account_type_expenses","l10nse_chart_template","False"
"a7720","7720","Nedskrivningaravbyggnaderochmark","account.data_account_type_expenses","l10nse_chart_template","False"
"a7730","7730","Nedskrivningaravmaskinerochinventarier","account.data_account_type_expenses","l10nse_chart_template","False"
"a7810","7810","Avskrivningaravimmateriellaanläggningstillgångar","account.data_account_type_depreciation","l10nse_chart_template","False"
"a7820","7820","Avskrivningarpåbyggnaderochmarkanläggningar","account.data_account_type_depreciation","l10nse_chart_template","False"
"a7830","7830","Avskrivningarmaskinerochinventarier","account.data_account_type_depreciation","l10nse_chart_template","False"
"a7970","7970","Förlustvidavyttringavimmateriellaochmateriellaanläggningstillgångar","account.data_account_type_expenses","l10nse_chart_template","False"
"a7990","7990","Övrigarörelsekostnader","account.data_account_type_expenses","l10nse_chart_template","False"
"a8210","8210","Utdelningarpåandelariandraföretag","account.data_account_type_other_income","l10nse_chart_template","False"
"a8220","8220","Resultatvidförsäljningavvärdepapperiochlångfristigafordringarhosandraföretag","account.data_account_type_other_income","l10nse_chart_template","False"
"a8250","8250","Ränteintäkterfrånlångfristigafordringarhosochvärdepapperiandraföretag","account.data_account_type_other_income","l10nse_chart_template","False"
"a8270","8270","Nedskrivningaravinnehavavandelariochlångfristigafordringarhosandraföretag","account.data_account_type_expenses","l10nse_chart_template","False"
"a8310","8310","Ränteintäkterfrånomsättningstillgångar","account.data_account_type_other_income","l10nse_chart_template","False"
"a8314","8314","Skattefriaränteintäkter","account.data_account_type_other_income","l10nse_chart_template","False"
"a8330","8330","Valutakursdifferenserpåkortfristigafordringarochplaceringar","account.data_account_type_other_income","l10nse_chart_template","False"
"a8340","8340","Utdelningarpåkortfristigaplaceringar","account.data_account_type_other_income","l10nse_chart_template","False"
"a8350","8350","Resultatvidförsäljningavkortfristigaplaceringar","account.data_account_type_other_income","l10nse_chart_template","False"
"a8390","8390","Övrigafinansiellaintäkter","account.data_account_type_other_income","l10nse_chart_template","False"
"a8410","8410","Räntekostnaderförlångfristigaskulder","account.data_account_type_expenses","l10nse_chart_template","False"
"a8420","8420","Räntekostnaderförkortfristigaskulder","account.data_account_type_expenses","l10nse_chart_template","False"
"a8422","8422","Dröjsmålsräntorförleverantörsskulder","account.data_account_type_expenses","l10nse_chart_template","False"
"a8423","8423","Räntekostnaderförskatterochavgifter","account.data_account_type_expenses","l10nse_chart_template","False"
"a8430","8430","Valutakursdifferenserpåskulder","account.data_account_type_expenses","l10nse_chart_template","False"
"a8811","8811","Avsättningtillperiodiseringsfond","account.data_account_type_expenses","l10nse_chart_template","False"
"a8819","8819","Återföringfrånperiodiseringsfond","account.data_account_type_expenses","l10nse_chart_template","False"
"a8850","8850","Förändringavöveravskrivningar","account.data_account_type_expenses","l10nse_chart_template","False"
"a8910","8910","Skattsombelastaråretsresultat","account.data_account_type_expenses","l10nse_chart_template","False"
"a8990","8990","Resultat","account.data_account_type_expenses","l10nse_chart_template","False"
"a8999","8999","Åretsresultat","account.data_account_type_expenses","l10nse_chart_template","False"
