id,code,name,user_type_id/id,tag_ids/id,reconcile,chart_template_id:id
account_template_6101_0101,61010101,"Борлуулсанбараа,бүтээгдэхүүнийөртөг",account.data_account_type_direct_costs,,0,mn_chart_1
account_template_6102_0101,61020101,Борлуулсанүйлчилгээнийөртөг,account.data_account_type_direct_costs,,0,mn_chart_1
account_template_7001_0101,70010101,Удирд-Үндсэнцалингийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7001_0201,70010201,Удирд-Нэмэгдэлцалингийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0101,70020101,Удирд- ЭМД-ийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0201,70020201,Удирд- НДШ-ийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0301,70020301,Удирд-Банкнышимтгэлхураамжынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0401,70020401,Удирд-Гадаадтомилолтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0402,70020402,Удирд- Дотоодтомилолтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0501,70020501,Удирд- Бичигхэргийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0601,70020601,Удирд- Шууданхолбоонызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0602,70020602,Удирд- Сууринутаснызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0603,70020603,Удирд- Үүрэнутаснызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0604,70020604,Удирд- Интернетийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0701,70020701,Удирд- Мэргэжлийнүйлчилгээнийзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0801,70020801,Удирд- Хүнийнөөцийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_0901,70020901,Удирд- Сонинсэтгүүлзахиалгынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1001,70021001,Удирд- Даатгалынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1101,70021101,Удирд- Ашиглалтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1201,70021201,Удирд- Засварынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1301,70021301,Удирд- Элэгдэлхорогдлынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1401,70021401,Удирд- Түрээсийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1501,70021501,Удирд- Харуулхамгаалалтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1601,70021601,Удирд- Цэвэрлэгээүйлчилгээнийзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1701,70021701,Удирд- Тээврийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1801,70021801,Удирд- Шатахуунызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_1901,70021901,Удирд- Хүлээнавалтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_2001,70022001,Удирд- Зарсурталчилгаанызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_2101,70022101,Удирд- Төсөлхөгжлийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_2201,70022201,"Удирд- Судалгаа,туршилтынзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_2301,70022301,"Удирд- Хүргэлт,түгээлтийнзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7002_9901,70029901,Удирд- Үйлажиллагааныбусадзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7101_0101,71010101,Борл-Үндсэнцалингийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7101_0201,71010201,Борл-Нэмэгдэлцалингийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0101,71020101,Борл- ЭМД-ийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0201,71020201,Борл- НДШ-ийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0301,71020301,Борл-Банкнышимтгэлхураамжынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0401,71020401,Борл-Гадаадтомилолтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0402,71020402,Борл-Дотоодтомилолтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0501,71020501,Борл-Бичигхэргийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0601,71020601,Борл-Шууданхолбоонызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0602,71020602,Борл-Сууринутаснызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0603,71020603,Борл-Үүрэнутаснызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0604,71020604,Борл-Интернетийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0701,71020701,Борл-Мэргэжлийнүйлчилгээнийзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0801,71020801,Борл-Хүнийнөөцийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_0901,71020901,Борл-Сонинсэтгүүлзахиалгынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1001,71021001,Борл-Даатгалынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1101,71021101,Борл-Ашиглалтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1201,71021201,Борл-Засварынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1301,71021301,Борл-Элэгдэлхорогдлынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1401,71021401,Борл-Түрээсийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1501,71021501,Борл-Харуулхамгаалалтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1601,71021601,Борл-Цэвэрлэгээүйлчилгээнийзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1701,71021701,Борл-Тээврийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1801,71021801,Борл-Шатахуунызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_1901,71021901,Борл-Хүлээнавалтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_2001,71022001,Борл-Зарсурталчилгаанызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_2101,71022101,Борл-Төсөлхөгжлийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_2201,71022201,"Борл-Судалгаа,туршилтынзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_2301,71022301,"Борл-Хүргэлт,түгээлтийнзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7102_9901,71029901,Борл- Үйлажиллагааныбусадзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7201_0101,72010101,Эргэлтийнхөрөнгөсанхүүжүүлэхзээлийнхүүгийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7202_0101,72020101,Үндсэнхөрөнгөсанхүүжүүлэхзээлийнхүүгийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7203_0101,72030101,Төсөлсанхүүжүүлэхзээлийнхүүгийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7301_0101,73010101,"Хайгуул,үнэлгээнийзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7401_0101,74010101,"Алданги,торгуулийнзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7402_0101,74020101,"Хандив,тусламжийнзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7403_0101,74030101,Найдваргүйавлагынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7404_0101,74040101,Болзошгүйалдагдлынсандтөвлөрүүлсэнхөрөнгийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7405_0101,74050101,Франчайзынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7406_0101,74060101,Банкныүйлчилгээнийшимтгэлийнзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7407_0101,74070101,Хөрөнгөакталжустгаснызардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7408_0101,74080101,Үйлдвэрийнослынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7409_0101,74090101,"Туслахүйлдвэрлэл,үйлчилгээнийзардал",account.data_account_type_expenses,,0,mn_chart_1
account_template_7410_0101,74100101,Үндсэнхөрөнгийнүнэцэнийнбууралтынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_7499_0101,74990101,Бусадерөнхийзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_9101_0101,91010101,Тайлантүеийнорлогыналбантатварынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_9102_0101,91020101,Хойшлогдсонтатварынзардал,account.data_account_type_expenses,,0,mn_chart_1
account_template_9103_0101,91030101,Татварногдохгүйбусаддэлгэрэнгүйорлого,account.data_account_type_expenses,,0,mn_chart_1
account_template_9301_0101,93010101,Эхнийүлдэгдлийнэхүүсвэр,account.data_unaffected_earnings,,0,mn_chart_1
